Date,market,Close,Regime_Name,Stress_Score,Signal,Signal_Label,Signal_Reason
2014-03-27,dax,9451.2099609375,Calm/Bull,0.0040250846004993,1,BUY,Calm/Bull low stress=0.00
2014-03-28,dax,9587.1904296875,Calm/Bull,0.0130829409541714,1,BUY,Calm/Bull low stress=0.01
2014-03-31,dax,9555.91015625,Calm/Bull,0.000353393748573,1,BUY,Calm/Bull low stress=0.00
2014-04-01,dax,9603.7099609375,Calm/Bull,1.8674160554355853e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-02,dax,9623.3603515625,Calm/Bull,1.8433402646435245e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-03,dax,9628.8203125,Calm/Bull,7.3637762117466595e-06,1,BUY,Calm/Bull low stress=0.00
2014-04-04,dax,9695.76953125,Calm/Bull,3.5471164307320092e-06,1,BUY,Calm/Bull low stress=0.00
2014-04-07,dax,9510.849609375,Calm/Bull,0.0001525162837675,1,BUY,Calm/Bull low stress=0.00
2014-04-08,dax,9490.7900390625,Calm/Bull,2.1459486932450343e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-09,dax,9506.349609375,Calm/Bull,1.541214923899505e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-10,dax,9454.5400390625,Transition,1.9574569291678383e-05,0,HOLD,Transition HOLD=0.00
2014-04-11,dax,9315.2900390625,Transition,0.0003947656944967,0,HOLD,Transition HOLD=0.00
2014-04-14,dax,9339.169921875,Calm/Bull,1.399411943822747e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-15,dax,9173.7099609375,Transition,0.0001625564779979,0,HOLD,Transition HOLD=0.00
2014-04-16,dax,9317.8203125,Transition,0.0002133719125665,0,HOLD,Transition HOLD=0.00
2014-04-17,dax,9409.7099609375,Calm/Bull,7.018863558708864e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-22,dax,9600.08984375,Transition,0.0019499370046264,0,HOLD,Transition HOLD=0.00
2014-04-23,dax,9544.1904296875,Calm/Bull,4.3154559542083064e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-24,dax,9548.6796875,Transition,0.0021946977027039,0,HOLD,Transition HOLD=0.00
2014-04-25,dax,9401.5498046875,Calm/Bull,0.0001638377952113,1,BUY,Calm/Bull low stress=0.00
2014-04-28,dax,9446.3603515625,Calm/Bull,1.05918791354598e-05,1,BUY,Calm/Bull low stress=0.00
2014-04-29,dax,9584.1201171875,Calm/Bull,0.0002562777184403,1,BUY,Calm/Bull low stress=0.00
2014-04-30,dax,9603.23046875,Calm/Bull,0.0001180423442969,1,BUY,Calm/Bull low stress=0.00
2014-05-02,dax,9556.01953125,Calm/Bull,3.8074088423628366e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-05,dax,9529.5,Calm/Bull,2.647757839583351e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-06,dax,9467.5302734375,Calm/Bull,2.9444406361611872e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-07,dax,9521.2998046875,Calm/Bull,6.654766194171155e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-08,dax,9607.400390625,Calm/Bull,9.93240774379298e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-09,dax,9581.4501953125,Calm/Bull,2.791522871231906e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-12,dax,9702.4599609375,Calm/Bull,5.291486937093359e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-13,dax,9754.4296875,Calm/Bull,0.0001727569175075,1,BUY,Calm/Bull low stress=0.00
2014-05-14,dax,9754.3896484375,Calm/Bull,2.316366570287401e-05,1,BUY,Calm/Bull low stress=0.00
2014-05-15,dax,9656.0498046875,Calm/Bull,0.0106650959933576,1,BUY,Calm/Bull low stress=0.01
2014-05-16,dax,9629.099609375,Calm/Bull,0.0001166403468897,1,BUY,Calm/Bull low stress=0.00
2014-05-19,dax,9659.3896484375,Transition,1.7711315629021502e-05,0,HOLD,Transition HOLD=0.00
2014-05-20,dax,9639.080078125,Calm/Bull,3.0160231577034834e-06,1,BUY,Calm/Bull low stress=0.00
2014-05-21,dax,9697.8701171875,Transition,5.765243198371772e-06,0,HOLD,Transition HOLD=0.00
2014-05-22,dax,9720.91015625,Transition,2.6701757806319053e-06,0,HOLD,Transition HOLD=0.00
