Date,Equity,Position,Trade,Close,Signal,Regime,Target_Pct
2014-03-31,9990.0,5.335569491848755,BUY,1872.3399658203125,1,Calm/Bull,1.0
2014-04-01,10060.323092481007,5.335569491848755,,1885.52001953125,1,Calm/Bull,1.0
2014-04-02,10089.028482399737,5.335569491848755,,1890.9000244140625,1,Calm/Bull,1.0
2014-04-03,10077.663693329514,5.335569491848755,,1888.77001953125,1,Calm/Bull,1.0
2014-04-04,9951.317121184096,5.335569491848755,,1865.0899658203125,1,Transition,0.8
2014-04-07,9844.33934366131,5.335569491848755,,1845.0400390625,1,Calm/Bull,1.0
2014-04-08,9881.261067703537,5.335569491848755,,1851.9599609375,1,Calm/Bull,1.0
2014-04-09,9989.146777827842,5.335569491848755,,1872.1800537109375,1,Calm/Bull,1.0
2014-04-10,9778.569384546918,4.268455593479004,SELL,1833.0799560546875,1,Transition,0.8
2014-04-11,9704.340879250114,4.268455593479004,,1815.68994140625,1,Calm/Bull,1.0
2014-04-14,9768.026424283435,4.268455593479004,,1830.6099853515625,1,Calm/Bull,1.0
2014-04-15,9820.827199132702,4.268455593479004,,1842.97998046875,1,Calm/Bull,1.0
2014-04-16,9903.336779227744,4.268455593479004,,1862.31005859375,1,Calm/Bull,1.0
2014-04-17,9912.224153127188,5.315293070700102,BUY,1864.8499755859375,1,Calm/Bull,1.0
2014-04-21,9949.644023973553,5.315293070700102,,1871.8900146484375,1,Calm/Bull,1.0
2014-04-22,9990.359350570172,5.315293070700102,,1879.550048828125,1,Calm/Bull,1.0
2014-04-23,9968.247549721003,5.315293070700102,,1875.3900146484375,1,Calm/Bull,1.0
2014-04-24,9985.362637687182,5.315293070700102,,1878.6099853515625,1,Calm/Bull,1.0
2014-04-25,9904.517237710468,5.315293070700102,,1863.4000244140625,1,Calm/Bull,1.0
2014-04-28,9936.568610648266,5.315293070700102,,1869.4300537109375,1,Calm/Bull,1.0
2014-04-29,9983.874199905908,5.315293070700102,,1878.3299560546875,1,Calm/Bull,1.0
2014-04-30,10013.746121009663,5.315293070700102,,1883.949951171875,1,Calm/Bull,1.0
2014-05-01,10012.311536905743,5.315293070700102,,1883.6800537109375,1,Calm/Bull,1.0
2014-05-02,9998.81048487753,5.315293070700102,,1881.1400146484375,1,Calm/Bull,1.0
2014-05-05,10017.52042030071,5.315293070700102,,1884.6600341796875,1,Calm/Bull,1.0
2014-05-06,9927.479018286518,5.315293070700102,,1867.719970703125,1,Calm/Bull,1.0
2014-05-07,9983.236390691003,5.315293070700102,,1878.2099609375,1,Calm/Bull,1.0
2014-05-08,9969.523168150812,5.315293070700102,,1875.6300048828125,1,Calm/Bull,1.0
2014-05-09,9984.671623634411,5.315293070700102,,1878.47998046875,1,Calm/Bull,1.0
2014-05-12,10081.250732311246,5.315293070700102,,1896.6500244140625,1,Calm/Bull,1.0
2014-05-13,10085.502577464114,5.315293070700102,,1897.449951171875,1,Calm/Bull,1.0
2014-05-14,10038.09057853074,5.315293070700102,,1888.530029296875,1,Calm/Bull,1.0
2014-05-15,9944.11591155139,5.315293070700102,,1870.8499755859375,1,Calm/Bull,1.0
2014-05-16,9981.376167884157,5.315293070700102,,1877.8599853515625,1,Calm/Bull,1.0
2014-05-19,10019.752428133133,5.315293070700102,,1885.0799560546875,1,Calm/Bull,1.0
2014-05-20,9954.640088017057,5.315293070700102,,1872.8299560546875,1,Calm/Bull,1.0
2014-05-21,10035.43293199539,5.315293070700102,,1888.030029296875,1,Calm/Bull,1.0
2014-05-22,10059.138931462077,5.315293070700102,,1892.489990234375,1,Calm/Bull,1.0
2014-05-23,10101.874095379142,5.315293070700102,,1900.530029296875,1,Calm/Bull,1.0
2014-05-27,10162.36215647729,5.315293070700102,,1911.9100341796875,1,Calm/Bull,1.0
2014-05-28,10151.040556283118,5.315293070700102,,1909.780029296875,1,Calm/Bull,1.0
2014-05-29,10205.522310257795,5.315293070700102,,1920.030029296875,1,Calm/Bull,1.0
2014-05-30,10224.338006517222,5.315293070700102,,1923.5699462890625,1,Calm/Bull,1.0
2014-06-02,10231.779546584099,5.315293070700102,,1924.969970703125,1,Calm/Bull,1.0
2014-06-03,10227.899486456807,5.315293070700102,,1924.239990234375,1,Calm/Bull,1.0
2014-06-04,10247.247231094892,5.315293070700102,,1927.8800048828125,1,Calm/Bull,1.0
2014-06-05,10314.113384342085,5.315293070700102,,1940.4599609375,1,Calm/Bull,1.0
2014-06-06,10361.844612302653,5.315293070700102,,1949.43994140625,1,Calm/Bull,1.0
2014-06-09,10371.572013879306,5.315293070700102,,1951.27001953125,1,Calm/Bull,1.0
2014-06-10,10369.020777019688,5.315293070700102,,1950.7900390625,1,Calm/Bull,1.0
2014-06-11,10332.345125063961,5.315293070700102,,1943.8900146484375,1,Calm/Bull,1.0
2014-06-12,10259.100230828237,5.315293070700102,,1930.1099853515625,1,Calm/Bull,1.0
2014-06-13,10291.258013441766,5.315293070700102,,1936.1600341796875,1,Calm/Bull,1.0
2014-06-16,10299.86876226272,5.315293070700102,,1937.780029296875,1,Calm/Bull,1.0
2014-06-17,10322.245938461732,5.315293070700102,,1941.989990234375,1,Calm/Bull,1.0
2014-06-18,10401.922129684368,5.315293070700102,,1956.97998046875,1,Calm/Bull,1.0
2014-06-19,10415.210362361118,5.315293070700102,,1959.47998046875,1,Calm/Bull,1.0
2014-06-20,10433.22928373153,5.315293070700102,,1962.8699951171875,1,Calm/Bull,1.0
2014-06-23,10431.84725562599,5.315293070700102,,1962.6099853515625,1,Calm/Bull,1.0
2014-06-24,10364.715078189467,5.315293070700102,,1949.97998046875,1,Calm/Bull,1.0
2014-06-25,10415.476386550448,5.315293070700102,,1959.530029296875,1,Calm/Bull,1.0
2014-06-26,10403.197748114177,5.315293070700102,,1957.219970703125,1,Calm/Bull,1.0
2014-06-27,10423.076892291438,5.315293070700102,,1960.9599609375,1,Calm/Bull,1.0
2014-06-30,10419.196832164143,5.315293070700102,,1960.22998046875,1,Calm/Bull,1.0
2014-07-01,10488.773836784552,5.315293070700102,,1973.3199462890625,1,Calm/Bull,1.0
2014-07-02,10495.683977312256,5.315293070700102,,1974.6199951171875,1,Calm/Bull,1.0
2014-07-03,10553.195162847858,5.315293070700102,,1985.43994140625,1,Calm/Bull,1.0
2014-07-07,10511.789471037955,5.315293070700102,,1977.6500244140625,1,Calm/Bull,1.0
2014-07-08,10437.693948235863,5.315293070700102,,1963.7099609375,1,Calm/Bull,1.0
2014-07-09,10486.169395087069,5.315293070700102,,1972.8299560546875,1,Calm/Bull,1.0
2014-07-10,10442.85027563245,5.315293070700102,,1964.6800537109375,1,Calm/Bull,1.0
