Date,market,Close,Regime,Regime_Name,Stress_Score
2014-03-31,sp500,1872.3399658203125,0,Calm/Bull,5.090543329670383e-07
2014-04-01,sp500,1885.52001953125,0,Calm/Bull,5.674871011525533e-07
2014-04-02,sp500,1890.9000244140625,0,Calm/Bull,9.547283226586458e-07
2014-04-03,sp500,1888.77001953125,0,Calm/Bull,2.218198878964186e-06
2014-04-04,sp500,1865.0899658203125,1,Transition,0.0025293158368876966
2014-04-07,sp500,1845.0400390625,0,Calm/Bull,1.2194248393454187e-05
2014-04-08,sp500,1851.9599609375,0,Calm/Bull,3.3083969029191806e-06
2014-04-09,sp500,1872.1800537109375,0,Calm/Bull,9.870783131420691e-06
2014-04-10,sp500,1833.0799560546875,1,Transition,0.0008869094206014503
2014-04-11,sp500,1815.68994140625,0,Calm/Bull,2.792880425314484e-05
2014-04-14,sp500,1830.6099853515625,0,Calm/Bull,5.0137400230598725e-06
2014-04-15,sp500,1842.97998046875,0,Calm/Bull,3.406247455711699e-05
2014-04-16,sp500,1862.31005859375,0,Calm/Bull,7.591764035927017e-06
2014-04-17,sp500,1864.8499755859375,0,Calm/Bull,2.5793338308034884e-06
2014-04-21,sp500,1871.8900146484375,0,Calm/Bull,1.3441032909456765e-05
2014-04-22,sp500,1879.550048828125,0,Calm/Bull,2.7633627417902046e-06
2014-04-23,sp500,1875.3900146484375,0,Calm/Bull,2.8164991342863696e-06
2014-04-24,sp500,1878.6099853515625,0,Calm/Bull,3.3629980728261906e-07
2014-04-25,sp500,1863.4000244140625,0,Calm/Bull,2.307104736354521e-06
2014-04-28,sp500,1869.4300537109375,0,Calm/Bull,7.146233662765301e-06
2014-04-29,sp500,1878.3299560546875,0,Calm/Bull,1.2198648494058612e-06
2014-04-30,sp500,1883.949951171875,0,Calm/Bull,2.4878067299204804e-07
2014-05-01,sp500,1883.6800537109375,0,Calm/Bull,1.9363766223589944e-07
2014-05-02,sp500,1881.1400146484375,0,Calm/Bull,2.0171818952092715e-07
2014-05-05,sp500,1884.6600341796875,0,Calm/Bull,2.6123167553437583e-07
2014-05-06,sp500,1867.719970703125,0,Calm/Bull,1.2154982756596625e-06
2014-05-07,sp500,1878.2099609375,0,Calm/Bull,6.547345565869027e-07
2014-05-08,sp500,1875.6300048828125,0,Calm/Bull,2.619552962039975e-07
2014-05-09,sp500,1878.47998046875,0,Calm/Bull,1.5116147561657184e-07
2014-05-12,sp500,1896.6500244140625,0,Calm/Bull,2.008110865809641e-06
2014-05-13,sp500,1897.449951171875,0,Calm/Bull,2.6761290788836816e-07
2014-05-14,sp500,1888.530029296875,0,Calm/Bull,2.7674412269827967e-07
2014-05-15,sp500,1870.8499755859375,0,Calm/Bull,4.197919732418179e-05
2014-05-16,sp500,1877.8599853515625,0,Calm/Bull,1.9783538680588286e-07
2014-05-19,sp500,1885.0799560546875,0,Calm/Bull,2.3489016615435362e-07
2014-05-20,sp500,1872.8299560546875,0,Calm/Bull,6.123480208072295e-07
2014-05-21,sp500,1888.030029296875,0,Calm/Bull,4.959451138259243e-07
2014-05-22,sp500,1892.489990234375,0,Calm/Bull,2.1657086990192128e-07
2014-05-23,sp500,1900.530029296875,0,Calm/Bull,1.82600781334203e-07
2014-05-27,sp500,1911.9100341796875,0,Calm/Bull,2.3775498580046975e-07
2014-05-28,sp500,1909.780029296875,0,Calm/Bull,6.87689975738925e-07
2014-05-29,sp500,1920.030029296875,0,Calm/Bull,2.763965490909965e-07
2014-05-30,sp500,1923.5699462890625,0,Calm/Bull,3.03071240538685e-07
2014-06-02,sp500,1924.969970703125,0,Calm/Bull,1.6953699963351036e-07
2014-06-03,sp500,1924.239990234375,0,Calm/Bull,1.9441440080602176e-07
2014-06-04,sp500,1927.8800048828125,0,Calm/Bull,1.4599387625207844e-07
2014-06-05,sp500,1940.4599609375,0,Calm/Bull,1.006886132957065e-06
2014-06-06,sp500,1949.43994140625,0,Calm/Bull,2.3938677028048793e-07
2014-06-09,sp500,1951.27001953125,0,Calm/Bull,2.1440525830211847e-07
2014-06-10,sp500,1950.7900390625,0,Calm/Bull,2.6272367297192366e-07
2014-06-11,sp500,1943.8900146484375,0,Calm/Bull,2.5161554976204894e-07
2014-06-12,sp500,1930.1099853515625,0,Calm/Bull,7.867378412365066e-07
2014-06-13,sp500,1936.1600341796875,0,Calm/Bull,5.485075161291014e-07
2014-06-16,sp500,1937.780029296875,0,Calm/Bull,3.665228896586202e-07
2014-06-17,sp500,1941.989990234375,0,Calm/Bull,3.0147031693743867e-07
2014-06-18,sp500,1956.97998046875,0,Calm/Bull,2.004497416441729e-06
2014-06-19,sp500,1959.47998046875,0,Calm/Bull,3.070837227486345e-07
2014-06-20,sp500,1962.8699951171875,0,Calm/Bull,9.811268393193143e-07
2014-06-23,sp500,1962.6099853515625,0,Calm/Bull,4.079439259308661e-07
2014-06-24,sp500,1949.97998046875,0,Calm/Bull,2.7499804117466135e-06
2014-06-25,sp500,1959.530029296875,0,Calm/Bull,2.9472488889178056e-07
2014-06-26,sp500,1957.219970703125,0,Calm/Bull,2.6710398804422244e-07
2014-06-27,sp500,1960.9599609375,0,Calm/Bull,6.035103684279287e-07
2014-06-30,sp500,1960.22998046875,0,Calm/Bull,3.5337432720522255e-07
2014-07-01,sp500,1973.3199462890625,0,Calm/Bull,9.326649436730078e-07
2014-07-02,sp500,1974.6199951171875,0,Calm/Bull,3.8665358096752624e-07
2014-07-03,sp500,1985.43994140625,0,Calm/Bull,5.791635505744373e-07
2014-07-07,sp500,1977.6500244140625,0,Calm/Bull,5.113664419640754e-07
2014-07-08,sp500,1963.7099609375,0,Calm/Bull,1.4576978551674194e-06
2014-07-09,sp500,1972.8299560546875,0,Calm/Bull,2.522177962148939e-07
2014-07-10,sp500,1964.6800537109375,0,Calm/Bull,6.574774358820598e-07
2014-07-11,sp500,1967.5699462890625,0,Calm/Bull,5.096660900716201e-07
2014-07-14,sp500,1977.0999755859375,0,Calm/Bull,3.193680935591336e-07
2014-07-15,sp500,1973.280029296875,0,Calm/Bull,9.127432371029833e-07
2014-07-16,sp500,1981.5699462890625,0,Calm/Bull,3.2810065086708286e-07
2014-07-17,sp500,1958.1199951171875,0,Calm/Bull,0.00026527468681918087
2014-07-18,sp500,1978.219970703125,0,Calm/Bull,4.170508318667553e-06
2014-07-21,sp500,1973.6300048828125,0,Calm/Bull,2.56032905266453e-07
2014-07-22,sp500,1983.530029296875,0,Calm/Bull,4.5064941778406434e-07
2014-07-23,sp500,1987.010009765625,0,Calm/Bull,3.5165720909570885e-07
2014-07-24,sp500,1987.97998046875,0,Calm/Bull,6.227779159514664e-07
2014-07-25,sp500,1978.3399658203125,0,Calm/Bull,5.018001910423724e-07
2014-07-28,sp500,1978.9100341796875,0,Calm/Bull,3.4644901256312444e-07
2014-07-29,sp500,1969.949951171875,0,Calm/Bull,9.019537396692904e-07
2014-07-30,sp500,1970.0699462890625,0,Calm/Bull,7.670835379136957e-07
2014-07-31,sp500,1930.6700439453125,1,Transition,0.0003966243021786972
2014-08-01,sp500,1925.1500244140625,0,Calm/Bull,2.2479173282505135e-05
2014-08-04,sp500,1938.989990234375,0,Calm/Bull,1.8186437630312118e-05
2014-08-05,sp500,1920.2099609375,0,Calm/Bull,2.1277089230585096e-05
2014-08-06,sp500,1920.239990234375,0,Calm/Bull,1.1743999429917654e-05
2014-08-07,sp500,1909.5699462890625,0,Calm/Bull,8.151748796474536e-06
2014-08-08,sp500,1931.5899658203125,0,Calm/Bull,1.3759033725943189e-05
2014-08-11,sp500,1936.9200439453125,0,Calm/Bull,3.8005190770248577e-07
2014-08-12,sp500,1933.75,0,Calm/Bull,5.390293020117087e-07
2014-08-13,sp500,1946.719970703125,0,Calm/Bull,9.112677642011656e-07
2014-08-14,sp500,1955.1800537109375,0,Calm/Bull,9.687967895740345e-07
2014-08-15,sp500,1955.06005859375,0,Calm/Bull,1.0300175256514206e-05
2014-08-18,sp500,1971.739990234375,0,Calm/Bull,8.096951729091538e-07
2014-08-19,sp500,1981.5999755859375,0,Calm/Bull,1.1233202432066817e-06
2014-08-20,sp500,1986.510009765625,0,Calm/Bull,6.449984092774658e-07
2014-08-21,sp500,1992.3699951171875,0,Calm/Bull,4.5606432599493357e-07
2014-08-22,sp500,1988.4000244140625,0,Calm/Bull,5.616641551090007e-07
2014-08-25,sp500,1997.9200439453125,0,Calm/Bull,1.8129961778584766e-07
2014-08-26,sp500,2000.02001953125,0,Calm/Bull,2.3359820678459702e-07
2014-08-27,sp500,2000.1199951171875,0,Calm/Bull,2.665608725124804e-07
2014-08-28,sp500,1996.739990234375,0,Calm/Bull,2.7197555780974116e-07
2014-08-29,sp500,2003.3699951171875,0,Calm/Bull,2.5052570123467977e-07
2014-09-02,sp500,2002.280029296875,0,Calm/Bull,2.1660597409503684e-07
2014-09-03,sp500,2000.719970703125,0,Calm/Bull,4.471038667875903e-07
2014-09-04,sp500,1997.6500244140625,0,Calm/Bull,1.2742443821779488e-06
2014-09-05,sp500,2007.7099609375,0,Calm/Bull,2.697837094045947e-06
2014-09-08,sp500,2001.5400390625,0,Calm/Bull,7.349870212783974e-07
2014-09-09,sp500,1988.43994140625,0,Calm/Bull,1.1733079490105678e-06
2014-09-10,sp500,1995.68994140625,0,Calm/Bull,5.666186234435354e-07
2014-09-11,sp500,1997.449951171875,0,Calm/Bull,3.4505311425636204e-07
2014-09-12,sp500,1985.5400390625,0,Calm/Bull,9.033355143744094e-07
2014-09-15,sp500,1984.1300048828125,0,Calm/Bull,5.462530970447515e-07
2014-09-16,sp500,1998.97998046875,0,Calm/Bull,1.1133019507112243e-05
2014-09-17,sp500,2001.5699462890625,0,Calm/Bull,7.722486687790922e-07
2014-09-18,sp500,2011.3599853515625,0,Calm/Bull,6.52402522141276e-07
2014-09-19,sp500,2010.4000244140625,0,Calm/Bull,5.303158222475616e-06
2014-09-22,sp500,1994.2900390625,0,Calm/Bull,4.2509504951612845e-06
2014-09-23,sp500,1982.77001953125,0,Calm/Bull,7.039684628535766e-07
2014-09-24,sp500,1998.300048828125,0,Calm/Bull,2.9438988028233897e-06
2014-09-25,sp500,1965.989990234375,1,Transition,0.0008172392597884486
2014-09-26,sp500,1982.8499755859375,0,Calm/Bull,3.2275124209068087e-06
2014-09-29,sp500,1977.800048828125,0,Calm/Bull,2.7637941533757316e-07
2014-09-30,sp500,1972.2900390625,0,Calm/Bull,5.575234225423286e-07
2014-10-01,sp500,1946.1600341796875,1,Transition,0.00010798834445545118
2014-10-02,sp500,1946.1700439453125,0,Calm/Bull,6.097205864069473e-06
2014-10-03,sp500,1967.9000244140625,0,Calm/Bull,1.2058130524680447e-05
2014-10-06,sp500,1964.8199462890625,0,Calm/Bull,3.2835510190002336e-07
2014-10-07,sp500,1935.0999755859375,1,Transition,6.483526491965629e-05
2014-10-08,sp500,1968.8900146484375,1,Transition,0.0015729044132272974
2014-10-09,sp500,1928.2099609375,1,Transition,0.00034697112661138474
2014-10-10,sp500,1906.1300048828125,1,Transition,7.030892904065402e-05
